movielens_id,tmdb_id,title,genres,overview,runtime,release_date,tagline,vote_count,vote_average,poster_path,backdrop_path,cast,director,keywords,score,movie_id
62115,25126,Six Shooter,"['Drama', 'Comedy', 'Crime']","Overwhelmed by grief following the death of his wife, Donnelly shares a train carriage home with a troubled young man identified only as the 'Kid'. As the Kid becomes more agitated and foul-mouthed, the journey takes on a violent and dangerous hue – for the bereaved Donnelly and for other hapless passengers on the train. Academy Award Winner: Best Live Action Short Film – 2005",27,2004-10-14,A black and bloody Irish comedy.,280,7.152,/hBJTJi0SH4avrBr7OQqBZuYPvmA.jpg,/bTYoUROtBXXDivjpHV6S0zqZYwv.jpg,"['Brendan Gleeson', 'Rúaidhrí Conroy', 'David Wilmot']",Martin McDonagh,"['gun', 'passenger', 'dark comedy', 'grief', 'train', 'photograph', 'ireland', 'police officer', 'short film']",7.1782117427862335,1350
62203,9539,Martyrs,"['Horror', 'Drama', 'Thriller']","A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",99,2008-06-12,They haven't finished being alive.,2997,7.309,/eaaoQLCT38CrKxX53WRpjw1ZPVz.jpg,/fO1hwjlUqDe1ixO7eMfxTby62Ut.jpg,"['Morjana Alaoui', 'Mylène Jampanoï', 'Catherine Bégin']",Pascal Laugier,"['child abuse', 'suffering', 'nihilism', 'degradation', 'ecstasy', 'woman martyr', 'cult', 'hysteria', 'helplessness', 'revenge', 'torture chamber', 'mercilessness', 'torture', 'cruelty', 'home invasion', 'transcendence', 'decadence', 'martyr', 'angst', 'captivity', 'abuse', 'mistreatment', 'dehumanization', 'emaciation', 'new french extremism', 'incarceration', 'chloroform', 'mysticism', 'abused woman', 'depravation', 'blood on body', 'playful', 'murderess', 'lesbian', 'devastating', 'mental abuse']",7.21700962609963,1351
62250,8882,Gomorrah,"['Drama', 'Crime']","An inside look at Italy's modern-day crime families, the Camorra in Naples and Caserta. Based on a book by Roberto Saviano. Power, money and blood: these are the ""values"" that the residents of the Province of Naples and Caserta have to face every day. They hardly ever have a choice and are forced to obey the rules of the Camorra. Only a lucky few can even think of leading a normal life.",137,2008-05-16,,1287,6.881,/3XcCTqSovFZE5GRebJmh1kHwziw.jpg,/dmxAEDURAwfz6iTXTWu1GCYcOR3.jpg,"['Toni Servillo', 'Gianfelice Imparato', 'Maria Nazionale']",Matteo Garrone,"['street gang', 'money delivery', 'gangster', 'gang war', 'ghetto', 'mafia boss', 'camorra', 'gang', 'drugs', 'criminal', 'fashion', 'financial transactions']",7.134496075876534,1352
62293,12783,The Duchess,"['Drama', 'History', 'Romance']","A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",110,2008-09-05,Based on the incredible true story.,1794,7.0,/77ckyYrWmR12kl3qToqmDySnuwv.jpg,/qY6jnp4cNUYMz6FBG7ATtVmWttM.jpg,"['Keira Knightley', 'Ralph Fiennes', 'Charlotte Rampling']",Saul Dibb,"['adultery', 'infidelity', 'london, england', 'husband wife relationship', 'politics', 'marriage crisis', 'gambling debt', 'duke', 'biography', 'based on true story', 'unfaithfulness', 'royalty', 'historical fiction', 'period drama', 'aristocrat', '18th century', 'duchess', 'costume drama', 'philanderer']",7.143843919945869,1353
62374,12113,Body of Lies,"['Action', 'Drama', 'Thriller']","The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",128,2008-10-09,Trust no one. Deceive everyone.,3283,6.628,/OK0FoZV2UIYqYlIEa9NHPYe2Gl.jpg,/6ghc2ySuEnTW8h3YgZZufk2SOTv.jpg,"['Leonardo DiCaprio', 'Russell Crowe', 'Golshifteh Farahani']",Ridley Scott,"['dying and death', 'journalist', 'based on novel or book', 'spy', 'falsely accused', 'jordan', 'dubai', 'intelligence agency', 'beating', 'terrorism', 'secrecy']",7.008142839714126,1354
62511,4960,"Synecdoche, New York",['Drama'],"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",124,2008-10-24,,1575,7.547,/5UwdhrjXhUgsiDhe1dpS9z4yj7q.jpg,/insPcjOIWFf6Uc9DR0ORgXATqSM.jpg,"['Philip Seymour Hoffman', 'Samantha Morton', 'Michelle Williams']",Charlie Kaufman,"['depression', 'new york city', 'nihilism', 'philosophy', 'surreal', 'surrealism', 'man woman relationship', 'theater director', 'romance', 'writer', 'divorce', 'magic realism', 'existentialism', 'meaningless existence', 'anxious', 'ambivalent', 'audacious']",7.244522245834883,1355
62553,12837,The Secret Life of Bees,"['Family', 'Adventure', 'Drama']","Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",114,2008-09-17,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",568,7.47,/m1LGEeoYfc6crbfG8WmTKg9SVqL.jpg,/40K8NpPgBqIDukExvG4yWPkYEvO.jpg,"['Dakota Fanning', 'Queen Latifah', 'Jennifer Hudson']",Gina Prince-Bythewood,"['melancholy', 'woman director', 'shocking', 'hopeful']",7.200222783988504,1356
62644,7735,The Wave,"['Drama', 'Thriller']",A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,107,2008-03-13,Their teacher became their leader. His students became his soldiers.,3581,7.482,/vtJ4u0fpTZhibxAJHzXtcdCxhsL.jpg,/bxQT6xCjejpGtgKl0QH8WUtrs33.jpg,"['Jürgen Vogel', 'Frederick Lau', 'Max Riemelt']",Dennis Gansel,"['high school', 'experiment', 'dictator', 'gymnasium', 'trainer', 'classroom', 'fascism', 'national socialism', 'violence in schools', 'training', 'education', 'squatter', 'anarchist', 'homepage', 'high school teacher', 'philosophical', 'water polo', 'autocracy']",7.278910066363862,1357
62718,12689,"Angus, Thongs and Perfect Snogging","['Comedy', 'Drama', 'Family', 'Romance']","Georgia Nicolson is fourteen, lives with nosey parents who don't understand her, an annoying three year old sister and has to wear a beret to school. She would, however, rather be blonde, have a smaller nose and a boyfriend. Revolving around her hilarious journal entries, prepare to be engulfed in the world of the soaring joys and bottomless angst of being a teenager.",100,2008-07-25,"Georgia Nicholson is not mental, but her life is.",827,6.5,/3WLMr49X84qGiFn1pkCyhS5SEBZ.jpg,/4FmtbkjHHdZRlsaceN8JeFQ8nE3.jpg,"['Georgia Groome', 'Eleanor Tomlinson', 'Aaron Taylor-Johnson']",Gurinder Chadha,"['puberty', 'adolescence', 'based on novel or book', 'becoming an adult', 'parent child relationship', 'move', 'precocity', 'coming of age', 'snogging', 'woman director', 'based on young adult novel']",7.110059193161867,1358
62799,14325,The Express,['Drama'],"Follow the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",130,2008-10-10,He changed our country... one yard at a time.,281,7.1,/l4bOPaxwx1WebQXTeqXzXwf9n3M.jpg,/aIGwGMQFPniaRZ3YxKHX7BHhgz6.jpg,"['Rob Brown', 'Dennis Quaid', 'Darrin Henson']",Gary Fleder,"['sports', 'american football', 'college', 'biography', 'based on true story', 'syracuse university']",7.176279586169665,1359
62912,11887,High School Musical 3: Senior Year,"['Comedy', 'Romance', 'Drama', 'Family', 'Music']","As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.",117,2008-10-11,The Biggest Year of Their Lives Begins,3588,6.543,/aq2o1wT0crBOTxof36O6KTyjpgE.jpg,/1czvi8gsu675rH2XjSxHyPBUv95.jpg,"['Zac Efron', 'Vanessa Hudgens', 'Ashley French']",Kenny Ortega,"['high school', 'musical', 'sequel', 'coming of age', 'high school student', 'duringcreditsstinger', 'grand']",6.969466031992723,1360
62849,13809,RocknRolla,"['Action', 'Crime', 'Thriller']","When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",114,2008-09-04,"A story of sex, thugs and rock 'n roll.",3254,6.953,/i7eyngqjdvKB7NvrWtCjjTNNq8N.jpg,/11V6JMreBokxvTZTsxmSQsibaRb.jpg,"['Gerard Butler', 'Tom Wilkinson', 'Thandiwe Newton']",Guy Ritchie,"['drug dealer', 'london, england', 'gangster', 'gang leader', 'money', 'gang', 'duringcreditsstinger']",7.1094381295826174,1361
63072,20766,The Road,"['Adventure', 'Drama']","A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones and, when the snow falls, it is gray. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",111,2009-11-25,"In a moment, the world changed forever.",4231,7.018,/qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg,/6188iOmUAitGThYUjyx20fO4LJd.jpg,"['Viggo Mortensen', 'Kodi Smit-McPhee', 'Charlize Theron']",John Hillcoat,"['based on novel or book', 'dystopia', 'post-apocalyptic future', 'paternity', 'abandoned house', 'end of the world', 'survival', 'on the road', 'duringcreditsstinger', 'starvation', 'bomb shelter', 'father son relationship', 'cannibalism', 'intense', 'melodramatic']",7.1200379809979095,1362
63062,3580,Changeling,"['Crime', 'Drama', 'Mystery']","Los Angeles, 1928. When single mother Christine Collins leaves for work, her son vanishes without a trace. Five months later, the police reunite mother and son. But when Christine suspects that the boy returned to her isn't her child, her quest for truth exposes a world of corruption.",141,2008-10-24,"To find her son, she did what no one else dared.",4443,7.58,/829VqESzooUXRVgrfM7PtNBGySf.jpg,/yWs9QUP2kamsnfdV4cloxLM5RUw.jpg,"['Angelina Jolie', 'John Malkovich', 'Jeffrey Donovan']",Clint Eastwood,"['biography', 'based on true story', 'clergyman', 'child in peril', 'police corruption', 'los angeles, california', 'single mother', 'street urchin', 'missing child', 'mental asylum', 'mental hospital', 'shock treatment', '1920s', 'missing son', 'mother son relationship', 'desperate woman', 'disbelieving cop', 'child abduction', 'telephone switchboard operator', 'female hysteria', 'police coverup', 'apathetic']",7.330918272359241,1363
63113,10764,Quantum of Solace,"['Adventure', 'Action', 'Thriller']","Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",106,2008-10-29,Have Regrets. Get Revenge.,8461,6.335,/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg,/3CqMIX3ZlrD0pU3fpBL6DM0Cneb.jpg,"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric']",Marc Forster,"['undercover', 'spy', 'killing', 'secret agent', 'austria', 'mi6', 'british secret service', 'james bond', 'intense', 'powerful', 'vibrant']",6.725874218415725,1364
62999,10527,Madagascar: Escape 2 Africa,"['Adventure', 'Animation', 'Comedy', 'Family']","Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",89,2008-10-30,"Still together, still lost.",7371,6.524,/agRbLOHgN46TQO4YdKR462iR7To.jpg,/r2M9ElkHxEJP7riCFbT5N0uXZTc.jpg,"['Ben Stiller', 'Chris Rock', 'David Schwimmer']",Eric Darnell,"['dance', 'friendship', 'jealousy', 'airplane', 'africa', 'hunger', 'lion', 'zoo', 'hippopotamus', 'giraffe', 'chimp', 'penguin', 'cartoon', 'villain', 'volcano', 'zebra', 'sequel', 'slapstick comedy', 'madagascar', 'friends', 'shark', 'animals', 'duringcreditsstinger', 'lemur', 'talking animal']",6.849913458436802,1365
63131,15373,Role Models,['Comedy'],"Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest, the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids, however, jail doesn't look half bad.",99,2008-11-07,They're about to get more than they plea-bargained for.,2117,6.487,/ki79dSjh6Rr51xrsz4dT04UGxSU.jpg,/wEnMNW8rGX1RVhKY4Lj5sVDYSK8.jpg,"['Seann William Scott', 'Paul Rudd', 'Christopher Mintz-Plasse']",David Wain,"['friendship', 'camping', 'community service', 'minotaur', 'break-up', 'role playing game', 'boyfriend girlfriend relationship', 'duringcreditsstinger', 'pessimist', 'bad attitude', 'energy drink', 'bad day', 'larp', 'hilarious', 'negativity', 'big brother program', 'dead end job']",7.02352193163906,1366
63033,8338,Blindness,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']","When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",121,2008-05-14,Your vision of the world will change forever.,1363,6.531,/deBsx5IxyqCC217j3VY24TkkE0Z.jpg,/sN0czEtCT1jEFQVajWBsKwdFBKm.jpg,"['Julianne Moore', 'Mark Ruffalo', 'Danny Glover']",Fernando Meirelles,"['blindness and impaired vision', 'based on novel or book', 'fight', 'society', 'asylum', 'eye specialist', 'uprising', 'outbreak', 'epidemic', 'doomsday', 'plague']",7.077172217089199,1367
63082,12405,Slumdog Millionaire,"['Drama', 'Romance']","A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",121,2008-11-12,What does it take to find a lost love?,11234,7.73,/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,/1wZoVT9RJsZmNjg8CecXqSgFUd9.jpg,"['Dev Patel', 'Freida Pinto', 'Madhur Mittal']",Danny Boyle,"['based on novel or book', 'slum', 'cheating', 'suspicion', 'mumbai (bombay), india', 'game show', 'quiz', 'orphan', 'duringcreditsstinger', 'taj mahal, india', 'defiant']",7.513151301076686,1368
63222,13672,JCVD,"['Drama', 'Action', 'Comedy', 'Crime']","Between his tax problems and his legal battle with his wife for the custody of his daughter, these are hard times for the action movie star who finds that even Steven Seagal has pinched a role from him! This fictionalized version of Jean-Claude Van Damme returns to the country of his birth to seek the peace and tranquility he can no longer enjoy in the United States, but inadvertently gets involved in a bank robbery with hostages.",96,2008-06-04,The Biggest Fight of His Life!,556,6.638,/8fdLq1X9n770THGtGDx2e74ETvE.jpg,/dFWN4kqaEm0hONzigZ0obY08m72.jpg,"['Jean-Claude Van Damme', 'François Damiens', 'Zinedine Soualem']",Mabrouk El Mechri,"['hostage', 'brussels, belgium', 'breaking the fourth wall', 'bank robbery']",7.140889782677587,1369
63276,14943,Crows Zero,"['Action', 'Comedy', 'Crime']","The students of Suzuran High compete for the King of School title. An ex-graduate yakuza is sent to kill the son of a criminal group, but he can't make himself do it as he reminds him of his youth.",130,2007-10-26,Destroy everything and start from zero.,382,7.084,/so1E9wUAXJi9hqGRNPgoVQd7HaX.jpg,/5YqGOBbYmxWFhZJFMiQfIZdAX5R.jpg,"['Shun Oguri', 'Kyosuke Yabe', 'Meisa Kuroki']",Takashi Miike,"['japan', 'smoking', 'delinquent', 'yakuza', 'mafia', 'gang', 'based on manga', 'criminal', 'street fight', 'furyo', 'japanese high school', 'teenager']",7.174479917257819,1370
63393,13655,Camp Rock,"['Music', 'Comedy', 'Drama', 'Romance', 'Family', 'TV Movie']","When Mitchie gets a chance to attend Camp Rock, her life takes an unpredictable twist, and she learns just how important it is to be true to yourself.",99,2008-06-20,Don't fit in. Stand out.,2167,6.4,/7IXMqZnwccogptThay3togKIFWw.jpg,/utSa75etSZVmMmjBV9DzAWy1flP.jpg,"['Demi Lovato', 'Joe Jonas', 'Meaghan Jette Martin']",Matthew Diamond,"['summer camp', 'rock star', 'aspiring singer', 'camp', 'singing', 'summer', 'lying', 'teenage romance']",7.000762174652561,1371
63808,8841,The Class,['Drama'],Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,128,2008-09-24,The greatest lessons are learnt when life enters the classroom.,714,6.984,/8yFgK1YgfrnbsRXTg4Hko98nIUt.jpg,/vGtICaExlrMmQwMPlzt6HLiRKV1.jpg,"['François Bégaudeau', 'Arthur Fogel', 'Damien Gomes']",Laurent Cantet,"['immigrant', 'class society', 'paris, france', 'literature', 'boredom', 'socially deprived family', 'illegal immigration', 'violence in schools', 'education', 'multiculturalism', 'republicanism', 'teacher', 'school', 'high school teacher', 'school life', 'speculative', 'teachers and students', 'french teacher', 'teenager']",7.1618144077087305,1372
63876,10139,Milk,"['History', 'Drama']","The true story of Harvey Milk, the first openly gay man ever elected to public office. In San Francisco in the late 1970s, Harvey Milk becomes an activist for gay rights and inspires others to join him in his fight for equal rights that should be available to all Americans.",128,2008-11-05,Never blend in.,2397,7.215,/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg,/8rBBojmT5vwkuVh2hFWBkbWtlBX.jpg,"['Sean Penn', 'Emile Hirsch', 'Josh Brolin']",Gus Van Sant,"['california', 'election campaign', 'politics', 'homophobia', 'san francisco, california', '1970s', 'mayor', 'politician', 'biography', 'based on true story', 'murder', 'male homosexuality', 'morality', 'election', 'biting', 'lgbt', 'candlelight vigil', 'lgbt activist', 'mayoral campaign', 'gay history', 'gay theme', 'gay rights', 'cautionary', 'intense', 'antagonistic', 'enraged', 'inflammatory']",7.188067268474324,1373
63853,6972,Australia,"['Adventure', 'Romance', 'Drama']","Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin by Japanese forces firsthand.",165,2008-11-18,Welcome to Australia!,2432,6.6,/tFQpccGMTWe24eWxK5U9rb7tK3M.jpg,/kPmdc2OhVONoxdGXA8oJ6dqC3HL.jpg,"['Nicole Kidman', 'Hugh Jackman', 'Essie Davis']",Baz Luhrmann,"['australia', 'missionary', 'world war ii', 'ranch', 'cattle drive', 'racist', 'prejudice', 'suspicion of adultery', 'australian outback', '1940s', '1930s', 'stampede', 'trampled to death']",7.034399951967184,1374
63859,13053,Bolt,"['Animation', 'Family', 'Adventure', 'Comedy']","Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",98,2008-11-21,Fully Awesome.,6448,6.537,/v5aC4nrzXFGJDWY4JO1eengXzqk.jpg,/zWqxBc6pdSIjklqWfZ70l5ce28P.jpg,"['John Travolta', 'Miley Cyrus', 'Susie Essman']",Chris Williams,"['hamster', 'human animal relationship', 'talking dog', 'animals', 'cat vs dog', 'duringcreditsstinger', 'talking cat', 'pets', 'dog cat friendship', 'animal lead', 'joyful']",6.877901475851882,1375
64114,14438,Fireproof,"['Drama', 'Romance']","A heroic fire captain values dedication and service to others above all else, but the most important partnership in his life, his marriage, is about to go up in smoke.",118,2008-09-26,Never leave your partner behind.,841,7.7,/hfoCG75j1YaNyfZGPg0rWy3nFmU.jpg,/3gMtnO5vDznlKsUW7sU9EfRufIc.jpg,"['Kirk Cameron', 'Erin Bethea', 'Ken Bevel']",Alex Kendrick,"['fire', 'husband wife relationship', 'parent child relationship', 'faith', 'marriage', 'religious conversion', 'advice', 'dysfunctional marriage', 'religion', 'hospital', 'marital problem', 'firefighter', 'christian film', 'christian']",7.233049221713106,1376
64034,14574,The Boy in the Striped Pyjamas,"['Drama', 'War', 'History']","When his family moves from their home in Berlin to a strange new house in Poland, young Bruno befriends Shmuel, a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment, Bruno embarks on a dangerous journey inside the camp's walls.",94,2008-05-07,"Lines may divide us, but hope will unite us.",7597,7.8,/2C8QCXdMlojTxZjfBlINr4FWcb6.jpg,/A63giQFJP4ABqNk4sLzegVeqVdl.jpg,"['Asa Butterfield', 'Vera Farmiga', 'David Thewlis']",Mark Herman,"['based on novel or book', 'nazi', 'nationalism', 'concentration camp', 'world war ii', 'gas chamber', 'concentration camp prisoner', 'children in wartime', 'anxious']",7.495901301547801,1377
64197,10360,Hunger,"['Drama', 'History']","The story of Bobby Sands, the IRA member who led the 1981 hunger strike during The Troubles in which Irish Republican prisoners tried to win political status.",96,2008-05-15,"An odyssey, in which the smallest gestures become epic and when the body is the last resource for protest.",1198,7.2,/84HdTM39G2MzyTl8N9R0wVU9I5b.jpg,/34N9iKlR8FdXiu8r8pSpKcyFUVh.jpg,"['Michael Fassbender', 'Stuart Graham', 'Liam Cunningham']",Steve McQueen,"['prison', 'police brutality', 'prisoner', 'hunger strike', 'biography', 'northern ireland', 'ira (irish republican army)', 'belfast, north ireland', 'catholic priest', '1980s']",7.182149247363155,1378
64229,14299,Cadillac Records,"['Drama', 'History', 'Music']","The story of sex, violence, race and rock and roll in 1950s Chicago, and the exciting but turbulent lives of some of America's musical legends, including Muddy Waters, Leonard Chess, Little Walter, Howlin' Wolf, Etta James and Chuck Berry.",109,2008-12-05,,472,7.089,/u2GtllItFwaXMLj4uCeKYt9wf4l.jpg,/ubgl0v0crnOGYPGkR2hhIwv7Chm.jpg,"['Adrien Brody', 'Jeffrey Wright', 'Gabrielle Union']",Darnell Martin,"['chicago, illinois', 'woman director', 'music']",7.173735341733723,1379
64278,34283,The Pervert's Guide to Cinema,['Documentary'],"A hilarious introduction, using as examples some of the best films ever made, to some of Slovenian philosopher and psychoanalyst Slavoj Žižek's most exciting ideas on personal subjectivity, fantasy and reality, desire and sexuality.",151,2006-10-06,,174,7.4,/9AAxgfwAnpBmQCspuwlMITekcsW.jpg,/gsUS2ngyoOmbPDioUsHNXWPhD7Q.jpg,"['Slavoj Žižek', 'Alfred Hitchcock']",Sophie Fiennes,"['cinema on cinema', 'philosophy', 'pop culture', 'psychoanalysis', 'documentary filmmaking', 'woman director', 'cinema history']",7.184361137590875,1380
64285,14447,A Matter of Loaf and Death,"['Family', 'Animation', 'Comedy', 'Mystery', 'Romance']","Wallace and Gromit open a bakery, accidentally getting tied up with a murder mystery in the process. But when Wallace falls in love, Gromit is left to solve the case by himself.",30,2008-12-26,A life with love and suspense.,595,7.4,/aCRoffkRpWRlArR7dAkxabaimLr.jpg,/p55hZFMTWHl2j6xrPKp1qA9kF1I.jpg,"['Peter Sallis', 'Sally Lindsay', 'Melissa Collier']",Nick Park,"['bomb', 'bakery', 'romance', 'anthropomorphism', 'murder', 'stop motion', 'serial killer', 'dog', 'animal abuse', 'claymation', 'plasticine', 'advertising model', 'short film']",7.1958671972193,1381
64499,8881,Che: Part One,"['Drama', 'History', 'War']","Ernesto Guevara, known as 'Che', leads a group of Cuban exiles under Fidel Castro in a revolution to overthrow Fulgencio Batista, the dictator of Cuba.",134,2008-09-05,Everyone knows the icon. Few know the man.,818,6.8,/ndxoK8RZF1nfHvZzQ3f2sNlkkzg.jpg,/wWschc3KS0Fe2Rk01KR2tbFWmmL.jpg,"['Benicio del Toro', 'Demián Bichir', 'Santiago Cabrera']",Steven Soderbergh,"['hero', 'central intelligence agency (cia)', 'cuba', 'biography', 'che guevara', 'fidel castro', 'cuban revolution', '1950s']",7.140983319912241,1382
64501,8880,Che: Part Two,"['Drama', 'History', 'War']","Seven years after his triumph in Cuba, Che winds up in Bolivia, where he tries to ignite the same revolutionary fires as before.",135,2008-12-12,The untold story of his final revolution,683,6.6,/fKQwwWXYQNkrZa59VbnfVy2kfoF.jpg,/d752ELVYYWdfqFpyq6tJmHfPKMk.jpg,"['Benicio del Toro', 'Carlos Bardem', 'Demián Bichir']",Steven Soderbergh,"['hero', 'central intelligence agency (cia)', 'cuba', 'biography', 'che guevara', 'bolivian army', 'la paz, bolivia']",7.129631337383588,1383
64614,13223,Gran Torino,['Drama'],"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",116,2008-12-12,Get off my lawn.,11464,8.0,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,/1uyDZmTjUQsbflqfkUJZvAGV3bv.jpg,"['Clint Eastwood', 'Christopher Carley', 'Bee Vang']",Clint Eastwood,"['rape', 'war veteran', 'gangster', 'immigration', 'racist', 'old man', 'priest', 'gang', 'detroit, michigan', 'widower', 'unlikely friendship', 'korean war veteran', 'hmong', 'bigot', 'inspirational', 'excited', 'immigrant film', 'neighbors']",7.680811540680523,1384
64575,14359,Doubt,['Drama'],"In 1964 Bronx, two Catholic school nuns question the new priest's ambiguous relationship with a troubled African-American student.",104,2008-12-12,There are no simple truths.,1889,7.205,/9lypT2ghNuUPYVJf66oe4fKvUqI.jpg,/sd37prLFqNbL9ES2OTUBiEAcwIH.jpg,"['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams']",John Patrick Shanley,"['sexual abuse', 'nun', 'wine', 'priest', 'janitor', 'singing', 'pedophile', 'gossip', 'compassion', 'tolerance', '1960s']",7.1845207230735735,1385
64622,8055,The Reader,"['Drama', 'Romance']","The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",124,2008-12-10,Behind the mystery lies a truth that will make you question everything you know.,3355,7.462,/r0WURbmnhgKeBpHcpDULBgRedQM.jpg,/waMGsUEoHfYj3A1uRMUUgpBa71d.jpg,"['Ralph Fiennes', 'Kate Winslet', 'David Kross']",Stephen Daldry,"['based on novel or book', 'germany', 'war crimes', 'world war ii', ""women's prison"", 'trial', 'female prisoner', 'reading aloud', 'love affair', 'cynical', 'law student', 'teenage sexuality', 'older woman younger man relationship', 'reading to someone', 'secret lover', 'shame', 'literacy', 'frantic', 'west germany', 'courtroom drama', 'complex', 'cautionary', 'depressing', 'cruel', 'disheartening', 'embarrassed', 'tragic']",7.268299994627281,1386
64650,14072,Rab Ne Bana Di Jodi,"['Comedy', 'Drama', 'Romance']","A lonely 40-ish man, likely to remain a bachelor, has a chance to find the love of his life when he falls for a vivacious young woman.",167,2008-12-11,There Is An Extraordinary Love Story In Every Ordinary Jodi.,311,7.1,/m8x6I2qf3R98HtF4DmJXcdxCU64.jpg,/dXE0wWG9vaFd7HZ7Zi2cmExQ2ih.jpg,"['Shah Rukh Khan', 'Anushka Sharma', 'Vinay Pathak']",Aditya Chopra,,7.175978724021508,1387
64620,11499,Frost/Nixon,"['Drama', 'History']","For three years after being forced from office, Nixon remained silent. But in summer 1977, the steely, cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor, intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise, Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled, a charged battle of wits resulted.",122,2008-10-15,400 million people were waiting for the truth.,1286,7.281,/nLrRrHZQ40tWqLTY3kxgS4x7GUw.jpg,/20wSDAS6rUWhkZQ2PxPC9TRsAd1.jpg,"['Frank Langella', 'Michael Sheen', 'Kevin Bacon']",Ron Howard,"['usa president', 'politics', '1970s', 'camera', 'lie', 'watergate scandal', 'scandal', 'richard nixon', 'reporter', 'writer']",7.194471311694304,1388
