user_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
57066,2.6,4.11,3.06,3.67,1.87
57088,3.65,2.45,2.9,3.15,3.37
57097,2.94,2.93,3.38,3.52,2.67
57112,3.75,1.05,1.87,1.85,4.46
57145,3.71,2.5,2.24,2.34,3.57
57162,3.89,2.53,3.19,3.55,3.13
57163,2.89,3.59,3.76,3.98,2.37
57180,3.06,2.75,2.62,2.86,2.94
57187,2.47,3.62,3.65,3.58,2.4
57212,2.49,3.39,2.75,2.88,2.62
57232,3.21,2.14,1.82,1.74,3.79
57258,3.07,4.59,5.0,5.0,1.28
57271,2.53,4.12,4.07,4.36,1.77
57285,3.49,2.68,2.95,3.1,3.15
57297,3.42,1.96,2.24,2.1,3.95
57306,3.19,3.39,3.0,3.55,2.34
57323,3.36,2.52,2.35,2.62,3.31
57328,3.36,2.89,2.94,3.07,3.17
57336,3.84,1.69,2.46,2.63,3.89
57345,3.46,2.43,2.7,2.56,3.65
57348,2.46,3.4,3.2,2.63,3.07
57402,3.25,2.22,2.88,2.52,3.88
57405,2.72,3.08,3.71,3.46,2.92
57411,3.3,3.15,2.55,3.03,2.68
57414,3.05,3.32,3.59,3.77,2.49
57450,3.23,2.25,2.58,2.35,3.83
57469,2.53,4.56,4.58,4.92,1.46
57543,3.12,2.78,2.95,2.68,3.49
57584,2.45,2.78,3.51,3.39,2.72
57585,3.9,3.15,3.01,3.56,2.75
57589,3.28,2.84,2.76,3.26,2.83
57605,1.69,3.98,3.79,3.13,2.49
57651,3.22,2.49,2.03,1.81,3.71
57655,2.91,3.7,2.92,3.48,2.14
57675,3.04,2.99,2.87,2.91,3.02
57696,4.03,2.63,2.95,3.27,3.29
57720,3.17,3.45,4.15,3.81,2.92
57729,2.86,3.39,2.84,2.89,2.81
57738,3.75,2.54,3.42,3.87,2.94
57754,3.31,3.47,3.95,3.61,2.95
57757,2.75,3.36,3.1,2.71,3.15
57814,2.49,3.02,3.0,2.79,3.02
57859,3.17,2.01,3.61,2.99,3.93
57880,2.19,3.01,3.42,2.67,3.29
57899,3.45,3.03,2.66,2.87,3.05
57919,3.06,2.53,2.92,2.65,3.52
57921,2.58,4.33,3.3,3.88,1.64
57976,2.97,3.08,2.71,2.48,3.28
58002,3.35,4.46,3.56,4.61,1.48
58018,2.83,4.3,3.61,4.06,1.79
58025,2.98,2.46,3.98,3.09,3.81
58032,2.74,3.24,2.05,2.61,2.65
58036,2.88,3.39,3.16,3.45,2.51
58039,2.77,3.22,2.85,3.08,2.67
58041,2.66,3.59,3.13,3.95,1.91
58050,3.12,2.75,2.74,2.72,3.28
58099,3.22,2.98,3.14,3.23,3.0
58106,3.18,3.39,2.86,3.28,2.55
58145,2.9,2.72,2.52,2.26,3.45
58266,3.17,2.77,2.87,2.88,3.2
58289,2.71,3.28,3.12,3.1,2.72
58302,3.08,2.26,2.36,1.91,3.93
58342,2.85,3.17,3.15,3.07,2.92
58354,3.13,2.68,2.16,2.28,3.3
58393,3.13,2.94,3.01,2.88,3.17
58405,1.93,3.21,3.39,2.66,3.08
58418,2.87,2.47,2.02,1.82,3.55
58430,3.33,2.39,3.17,2.39,4.15
58440,3.84,2.79,2.74,2.74,3.55
58442,2.67,3.1,2.85,2.79,2.93
58460,3.28,2.66,2.71,2.7,3.36
58472,3.21,2.33,2.97,2.51,3.82
58481,1.95,3.27,2.95,2.68,2.77
58516,3.0,3.41,3.51,3.77,2.4
58539,2.55,2.94,2.93,2.75,2.88
58550,3.06,3.17,3.17,3.33,2.75
58592,4.46,2.72,2.39,2.82,3.46
58593,2.83,2.96,2.64,2.5,3.22
58605,3.0,3.28,3.39,3.62,2.45
58612,3.24,3.51,2.49,2.9,2.74
58620,3.03,2.74,3.49,3.8,2.52
58630,3.47,3.18,2.48,2.76,2.99
58637,2.38,3.89,3.6,3.86,1.95
58644,4.21,1.59,2.44,2.31,4.4
58661,2.53,3.12,3.02,2.67,3.1
58693,2.19,4.14,3.5,4.09,1.42
58702,2.13,3.07,3.12,3.03,2.71
58745,2.64,3.54,3.42,3.72,2.17
58752,2.59,3.74,4.04,4.13,2.17
58774,2.72,2.83,2.39,2.34,3.2
58787,1.79,4.41,4.73,4.93,1.2
58796,1.0,4.23,3.01,2.58,2.16
58809,3.2,2.54,2.7,2.7,3.4
58831,3.26,3.11,3.16,3.58,2.47
58885,3.41,2.28,3.08,2.5,3.97
58896,3.08,2.88,3.09,3.04,3.13
58902,3.13,2.91,2.72,3.0,2.94
58905,3.69,3.08,3.4,3.77,2.74
58920,2.69,3.19,3.09,2.94,2.96
59005,2.73,3.01,3.0,2.86,3.01
59020,2.42,3.77,3.5,3.27,2.62
59026,2.81,2.83,2.89,2.6,3.3
59035,3.93,2.35,2.51,2.81,3.51
59070,3.07,2.7,2.98,2.92,3.2
59096,3.44,2.54,2.75,2.75,3.34
59103,3.76,2.28,2.8,2.74,3.66
59179,2.04,3.39,3.12,2.88,2.65
59213,2.86,3.3,2.86,3.04,2.64
59216,3.14,2.9,3.06,3.18,2.97
59260,4.42,1.26,1.0,1.0,4.91
59276,2.81,3.06,3.07,2.82,3.11
59302,2.26,3.73,4.4,3.96,2.47
59319,3.17,2.6,2.72,2.31,3.67
59325,2.82,3.26,3.47,3.49,2.68
59327,3.03,2.22,2.15,1.89,3.78
59333,2.75,1.89,3.23,1.95,4.68
59359,3.85,2.72,2.85,3.28,2.96
59365,3.29,2.33,2.37,1.87,3.98
59371,3.09,3.06,3.54,3.51,2.92
59396,3.12,3.77,3.51,3.89,2.13
59398,3.61,2.5,2.24,2.66,3.3
59403,2.88,3.44,2.81,2.91,2.82
59418,2.73,2.74,2.74,2.46,3.38
59438,2.88,3.76,3.19,3.55,2.42
59473,3.65,1.95,2.43,2.0,4.4
59478,3.27,2.92,3.31,3.08,3.29
59497,3.41,2.26,2.52,1.97,4.14
59503,2.7,3.31,3.02,3.06,2.69
59506,2.8,2.94,2.72,2.79,2.92
59510,2.71,3.11,2.93,2.91,2.9
59542,2.75,3.2,3.01,2.64,3.15
59543,3.49,2.74,2.89,2.66,3.68
59544,2.54,3.51,3.03,3.06,2.57
59564,3.24,2.14,1.1,1.13,3.94
59565,2.95,2.96,3.19,3.19,2.85
59576,3.73,2.33,2.41,2.83,3.36
59581,3.5,2.62,3.03,2.94,3.47
59598,2.11,3.97,3.56,3.46,2.23
59601,2.02,3.46,2.24,2.52,2.34
59608,3.21,2.57,2.78,2.62,3.55
59613,2.07,4.37,3.62,3.61,1.83
59615,2.22,4.18,4.08,4.15,2.05
59634,3.33,1.99,2.22,1.58,4.36
59639,3.08,2.97,2.47,2.53,3.12
59672,3.08,2.83,2.72,2.77,3.13
59679,3.03,3.8,4.81,3.93,2.71
59693,2.62,2.7,2.63,2.55,3.16
59767,2.88,3.04,3.18,3.55,2.52
59786,3.12,1.67,1.87,1.28,4.58
59792,2.76,2.47,2.76,2.53,3.35
59795,3.44,2.0,2.5,2.22,4.0
59832,3.55,3.35,3.62,3.41,2.97
59837,2.94,2.96,3.12,3.05,3.13
59878,2.28,3.55,2.72,2.99,2.28
59893,4.24,2.37,3.0,3.66,3.09
59901,2.82,2.79,2.95,2.74,3.23
59943,3.13,3.26,3.09,3.49,2.54
59956,1.0,3.35,3.85,2.53,3.22
59964,3.62,2.44,2.96,2.89,3.62
59993,5.0,1.0,2.15,1.98,5.0
60044,2.91,3.03,2.68,2.69,3.09
60058,3.33,2.63,2.39,2.21,3.71
60072,2.2,3.96,3.72,3.54,2.21
60088,2.98,3.12,3.29,3.06,2.98
60090,3.17,3.09,2.91,3.01,3.02
60120,3.26,3.34,3.5,3.98,2.28
60132,2.09,3.61,3.77,3.52,2.32
60188,3.63,2.36,2.83,2.8,3.44
60208,2.87,3.11,3.27,3.08,3.03
60216,1.76,3.76,2.98,2.79,2.38
60260,1.49,3.72,3.19,2.87,2.37
60291,3.11,2.69,2.55,2.42,3.41
60295,3.54,1.63,1.3,1.21,4.37
60312,2.74,2.41,3.22,2.48,3.88
60322,2.29,3.29,2.87,2.84,2.66
60334,3.43,3.05,2.69,3.08,2.88
60343,1.46,4.01,3.19,2.98,2.04
60357,3.48,4.91,4.05,4.52,1.63
60383,3.92,2.0,1.73,2.21,3.69
60394,4.0,2.69,2.23,2.72,3.21
60416,2.77,3.23,2.29,2.77,2.5
60420,2.76,3.29,2.27,2.59,2.7
60423,2.94,3.51,2.97,3.62,2.16
60427,3.03,3.37,3.37,3.71,2.36
60431,3.87,1.98,2.41,2.33,4.09
60433,1.99,3.79,3.16,3.19,2.34
60435,2.82,2.44,2.7,2.56,3.34
60472,2.89,3.1,3.02,3.09,2.75
60485,2.87,3.44,3.67,3.51,2.66
60510,3.05,2.79,2.68,2.96,2.96
60538,3.38,3.02,2.72,3.0,2.91
60545,2.44,4.18,3.61,3.34,2.38
60578,3.05,2.43,1.9,1.75,3.63
60599,3.45,2.84,3.07,2.99,3.35
60621,2.04,2.95,3.17,2.75,3.06
60623,2.62,3.08,3.3,3.04,2.97
60640,2.87,2.9,3.39,2.97,3.27
60643,3.09,2.77,3.32,3.27,3.09
60662,3.04,2.82,2.75,3.06,2.79
60697,2.68,4.08,5.0,5.0,1.37
60743,2.79,2.98,3.05,2.98,2.98
60804,3.42,2.5,3.05,3.06,3.3
60812,2.18,3.75,3.11,3.1,2.39
60857,4.04,2.84,2.7,3.14,3.01
60859,3.67,2.74,2.27,3.03,2.91
60862,2.54,4.3,4.3,4.71,1.45
60865,3.88,2.4,2.95,2.99,3.68
60881,2.56,3.8,3.46,4.01,1.9
60886,4.0,2.11,1.83,2.27,3.58
60901,2.37,4.08,4.62,4.4,2.08
60903,2.22,3.87,3.86,3.35,2.36
60941,3.13,2.87,3.87,3.59,3.13
60959,2.88,2.73,2.84,2.76,3.18
60995,3.04,2.23,2.75,2.33,3.77
61023,2.98,2.43,2.82,2.41,3.72
61052,2.82,3.08,2.97,3.01,2.87
61053,2.11,3.07,2.66,2.28,3.11
61105,2.94,3.2,3.13,3.2,2.82
61151,3.21,2.6,2.91,2.58,3.6
61157,3.31,3.35,2.9,3.34,2.5
61177,3.04,3.36,2.64,3.17,2.42
61198,3.35,2.94,2.4,2.47,3.29
61309,2.75,2.76,3.3,3.2,3.07
61325,3.61,2.15,2.89,2.62,3.84
61352,3.07,2.24,2.61,2.49,3.57
61360,3.29,2.63,3.08,3.07,3.23
61363,2.77,2.41,3.04,2.3,3.97
61365,2.93,2.87,2.84,2.76,3.27
61406,2.82,3.82,4.33,3.99,2.57
61444,1.75,4.08,2.81,3.06,1.88
61450,2.87,2.82,3.0,2.76,3.26
61454,2.93,3.39,2.73,2.96,2.65
61458,2.51,2.3,1.99,1.67,3.74
61466,2.8,2.67,2.52,1.73,4.06
61483,2.88,3.71,3.16,3.59,2.2
61493,2.63,3.16,2.99,2.95,2.81
61504,4.82,1.06,1.58,1.7,4.92
61516,1.83,4.24,4.02,3.69,2.23
61547,3.62,2.37,2.47,2.48,3.53
61584,1.82,4.36,4.2,3.96,1.96
61598,2.8,3.17,3.03,2.92,2.91
61610,3.6,2.3,2.71,2.89,3.36
61655,2.61,3.25,3.29,3.15,2.83
61688,2.88,3.61,2.86,3.36,2.26
61720,2.27,3.24,2.55,2.54,2.75
61721,2.65,3.58,3.2,3.24,2.47
61736,3.04,2.61,2.7,2.5,3.45
61801,2.97,3.9,3.7,3.93,2.2
61802,2.99,3.68,3.13,3.25,2.52
61824,2.19,3.74,3.22,3.13,2.32
61840,2.83,2.45,2.83,2.5,3.58
61858,3.42,2.61,3.82,4.04,2.92
61910,3.03,3.07,2.57,2.84,2.78
61912,2.49,4.0,4.22,4.28,2.05
61926,2.53,3.3,2.93,2.93,2.61
61935,2.85,2.38,2.89,2.36,3.67
61937,3.13,3.27,2.68,3.14,2.54
61965,2.82,3.1,3.1,3.16,2.8
61968,3.65,3.04,3.6,3.56,3.08
61976,4.01,2.65,3.04,3.65,2.86
61982,2.73,3.53,3.15,3.49,2.29
62009,3.64,2.81,3.12,2.99,3.33
62014,3.53,3.03,3.35,3.43,2.97
62051,3.44,3.28,2.55,3.08,2.71
62080,4.6,1.0,1.26,1.0,5.0
62126,2.4,3.07,2.86,2.56,3.05
62141,2.62,3.52,3.6,3.65,2.4
62163,2.88,2.56,2.83,2.61,3.33
62170,3.14,3.2,2.27,2.81,2.69
62251,2.9,3.11,2.84,2.94,2.85
62264,2.99,3.16,2.96,2.99,2.97
62275,2.16,4.94,4.49,4.96,1.03
62291,3.24,2.59,2.55,2.56,3.41
62292,4.37,2.93,3.46,3.96,2.88
62322,3.11,3.43,3.23,3.7,2.28
62353,3.41,2.68,2.05,2.37,3.25
62396,2.23,3.31,2.58,2.47,2.81
62398,2.84,2.94,3.05,2.69,3.38
62413,3.09,2.1,2.44,2.26,3.67
62448,3.0,3.07,3.2,3.34,2.79
62470,1.91,3.85,3.73,3.64,2.14
62478,3.24,3.09,4.09,3.97,2.93
62481,3.86,2.54,1.9,2.7,3.07
62506,1.86,3.87,4.18,4.13,1.76
62525,2.96,2.89,3.13,3.44,2.63
62537,3.2,2.3,1.98,2.16,3.45
62550,3.07,3.47,3.63,3.83,2.37
62600,3.12,3.27,3.01,3.14,2.71
62613,3.07,2.75,3.5,3.0,3.4
62616,2.72,3.44,3.13,3.11,2.72
62671,3.07,2.83,2.65,2.84,2.98
62719,2.81,2.91,3.6,3.24,3.18
62732,3.87,3.25,2.19,2.97,2.79
62769,3.17,3.41,3.13,3.63,2.34
62832,2.73,3.1,3.34,3.72,2.29
62848,3.71,2.2,2.36,2.21,3.96
62876,2.61,4.72,4.3,4.73,1.33
62880,2.66,3.03,2.82,2.58,3.1
62891,3.23,2.52,2.74,2.35,3.79
62922,3.18,2.38,3.05,2.66,3.67
62936,2.86,2.83,3.54,3.23,3.23
62971,2.57,3.17,2.91,2.95,2.8
63017,2.71,2.92,2.24,2.19,3.17
63040,2.86,3.68,3.5,3.45,2.64
63077,3.09,2.88,3.3,3.27,2.97
63088,3.4,3.14,2.75,3.17,2.78
63119,3.58,2.55,2.67,3.24,3.03
63185,2.91,4.07,2.78,3.58,1.87
63201,3.11,3.05,2.87,2.83,3.05
63236,2.78,3.23,3.49,3.19,2.96
63271,2.96,3.05,2.88,3.01,2.85
63278,3.24,3.12,3.29,3.43,2.86
63288,3.39,2.69,2.12,2.26,3.48
63326,2.01,3.83,2.92,3.1,2.06
63332,3.49,2.2,1.69,1.75,3.83
63372,2.8,2.75,2.76,2.62,3.25
63413,2.31,3.48,2.93,3.14,2.29
63451,2.76,2.48,3.21,2.35,4.08
63488,2.62,3.17,3.14,2.83,2.99
63508,2.18,3.32,3.62,3.05,2.98
63510,1.78,3.62,2.65,2.42,2.55
63513,2.12,3.91,4.64,4.4,2.07
63516,2.14,3.39,3.72,3.48,2.52
63517,3.16,3.65,3.36,3.93,2.11
63526,2.96,2.57,3.04,2.68,3.54
63581,2.63,3.47,3.71,3.43,2.65
63597,2.96,2.98,4.42,4.56,2.17
63667,3.41,2.59,2.34,2.82,3.15
63675,3.13,2.91,2.62,3.17,2.68
63677,3.03,3.45,3.73,3.91,2.48
63682,3.42,2.0,2.05,2.16,3.85
63691,2.74,3.36,3.12,3.11,2.76
63719,2.14,3.41,3.3,3.08,2.57
63722,3.22,2.83,2.41,2.39,3.36
63726,3.64,3.0,3.28,3.51,3.06
63763,3.51,1.9,2.18,1.87,4.09
63813,2.88,1.76,2.57,2.46,3.6
63824,2.11,3.7,2.59,2.7,2.29
63849,2.33,4.18,3.87,3.58,2.21
63853,2.99,2.97,2.99,2.93,3.1
63887,2.08,3.71,4.32,3.75,2.7
63911,2.78,3.31,3.37,3.97,2.09
63932,3.29,2.94,2.81,3.24,2.78
63939,1.55,4.47,4.2,4.22,1.59
63946,3.9,2.2,2.35,2.82,3.32
63949,1.34,3.85,2.95,2.94,2.0
63976,2.55,4.55,4.63,5.0,1.24
64002,2.88,2.77,2.69,2.42,3.44
64023,3.88,1.0,1.66,1.09,5.0
64041,3.47,2.45,2.27,2.11,3.7
64079,2.52,3.33,3.12,3.18,2.6
64081,2.78,3.21,3.41,3.3,2.81
64099,2.25,3.6,3.15,3.54,1.98
64105,1.92,4.62,4.8,5.0,1.09
64114,2.61,2.7,3.68,2.76,3.57
64115,2.9,2.74,2.94,2.77,3.22
64117,3.69,3.04,2.83,3.23,2.82
64238,1.75,3.4,2.43,2.13,2.76
64250,3.14,2.96,2.77,3.07,2.88
64295,1.8,3.8,3.81,3.4,2.36
64316,3.42,2.56,2.6,2.73,3.33
64318,2.06,3.42,3.02,2.79,2.7
64325,2.98,4.13,4.01,4.13,2.05
64337,3.22,2.08,2.18,2.47,3.33
64361,2.48,3.16,2.59,3.06,2.44
64387,5.0,1.0,1.0,1.0,4.94
64393,2.86,2.61,2.16,2.16,3.45
64398,2.87,3.22,2.95,2.96,2.87
64399,1.93,3.54,4.05,3.37,2.9
64411,3.1,2.87,2.77,3.01,2.86
64416,3.67,3.41,3.39,4.02,2.34
64428,4.22,1.59,1.89,1.97,4.29
64434,2.85,3.25,2.27,2.49,2.86
64446,2.92,3.08,3.22,3.17,2.92
64456,3.03,2.67,2.22,2.22,3.2
64478,2.94,3.5,3.05,3.64,2.26
64530,3.98,2.24,3.01,2.86,3.76
64580,2.82,3.98,3.32,3.75,2.07
64612,2.86,2.98,3.05,3.05,2.9
64614,2.47,3.66,2.97,2.76,2.7
64617,3.37,2.53,2.79,2.6,3.42
64629,4.23,1.84,2.38,2.57,4.02
64641,3.28,1.68,2.34,1.44,4.54
64646,2.83,2.91,2.43,2.62,2.95
64712,1.79,3.64,3.32,3.01,2.43
64717,3.53,2.9,2.74,2.95,2.99
64733,4.0,2.4,2.32,2.76,3.64
64735,3.23,3.07,3.04,3.31,2.82
64740,2.3,3.98,3.59,3.75,2.04
64741,2.25,3.01,3.56,3.6,2.32
64752,3.24,2.81,2.62,2.9,3.05
64763,2.9,3.15,2.97,3.3,2.73
64770,3.35,2.55,2.97,2.69,3.68
64781,2.5,4.04,4.32,3.98,2.31
64786,3.39,2.33,2.51,2.47,3.58
64820,1.39,3.93,4.14,3.51,2.35
64847,3.9,1.32,1.77,1.57,4.5
64848,2.51,2.99,3.74,3.06,3.26
64902,2.67,3.86,3.29,3.5,2.22
64979,3.25,2.46,2.65,2.6,3.45
65005,2.55,3.35,3.06,3.39,2.49
65007,2.57,2.25,2.61,1.89,3.84
65016,1.48,4.45,3.43,2.92,1.99
65032,2.56,3.02,3.2,2.66,3.33
65073,3.32,2.41,1.92,2.18,3.41
65128,2.76,3.46,2.59,2.64,2.7
65157,3.02,3.08,3.24,3.02,3.08
65161,2.75,3.41,3.09,3.22,2.51
65259,3.79,2.94,2.99,3.3,3.01
65283,3.25,3.16,3.0,3.31,2.7
65293,3.29,3.08,2.55,3.25,2.59
65298,4.66,2.34,2.44,2.44,4.23
65304,3.38,2.92,3.04,3.13,3.22
65305,2.66,3.18,2.05,2.26,2.82
65306,2.49,3.12,2.01,2.18,2.79
65365,3.13,2.84,2.31,2.25,3.37
65369,3.32,2.48,2.97,2.68,3.63
65375,2.83,3.11,2.79,2.78,3.04
65427,3.21,2.03,3.31,2.47,4.21
65429,2.99,3.92,3.86,4.32,1.87
65439,2.76,2.02,2.4,1.95,3.99
65470,3.51,3.0,2.16,2.32,3.14
65483,3.82,3.46,2.68,3.53,2.44
65492,3.32,2.41,2.0,2.17,3.37
65501,4.67,1.47,1.46,2.04,4.37
65525,1.67,3.41,2.32,2.19,2.65
65558,2.54,2.86,3.27,2.77,3.26
65581,3.08,3.05,2.66,3.14,2.74
65582,2.92,3.32,2.83,3.19,2.56
65585,3.35,2.41,3.2,3.09,3.43
65607,3.46,2.27,2.39,2.24,3.84
65624,3.28,2.9,3.09,2.91,3.3
65638,2.19,3.32,3.22,3.01,2.65
65729,3.51,2.65,3.01,2.86,3.49
65777,3.55,2.77,2.3,2.67,3.16
65787,3.86,2.62,1.37,2.04,3.3
65790,3.28,2.6,3.03,3.0,3.32
65814,4.25,2.0,2.63,3.03,3.63
65815,2.06,3.27,2.64,2.44,2.81
65836,1.94,3.37,3.07,2.7,2.84
65885,3.34,3.16,3.26,3.15,3.15
65924,1.0,4.17,3.39,2.57,2.1
65942,3.6,3.21,3.98,3.9,2.85
65953,3.49,3.22,3.52,3.83,2.6
65958,3.14,2.59,2.28,2.38,3.36
66084,3.38,2.77,2.73,3.05,3.02
66107,3.78,2.57,2.47,2.82,3.31
66134,3.35,3.3,3.06,3.38,2.65
66142,2.94,2.86,3.21,2.93,3.22
66175,3.22,2.95,3.14,3.18,3.03
66178,3.17,2.84,2.62,2.66,3.23
66242,4.2,2.33,2.84,2.83,3.71
66253,3.79,1.84,1.34,2.11,3.68
66272,1.0,4.04,2.08,1.65,2.15
66276,3.66,2.6,2.7,2.63,3.64
66295,2.78,2.69,2.21,2.38,3.15
66296,3.2,2.33,2.5,2.42,3.58
66324,2.02,4.03,4.61,4.14,2.15
66337,3.84,2.31,2.34,2.31,3.76
66342,3.25,3.2,3.08,3.79,2.34
66359,3.1,2.89,2.87,2.97,3.08
66483,3.36,2.3,3.17,2.79,3.75
66489,2.02,4.16,4.32,4.05,2.13
66554,3.85,2.31,1.83,2.34,3.42
66573,2.54,4.03,3.71,4.0,1.97
66575,3.05,2.82,2.84,2.69,3.27
66577,3.08,2.86,2.59,2.5,3.32
66616,3.01,3.32,3.2,3.16,2.85
66633,3.51,2.14,3.01,2.45,4.01
66694,2.8,2.82,2.82,2.4,3.38
66697,5.0,2.84,2.69,3.32,3.24
66699,3.64,2.93,2.6,2.92,3.1
66713,3.03,3.32,2.84,3.46,2.36
66725,2.53,3.07,3.49,3.36,2.94
66739,1.4,3.95,4.3,4.33,1.56
66761,2.69,2.64,2.49,2.34,3.23
66771,1.68,4.05,3.31,3.15,2.16
66792,3.51,2.53,2.7,2.99,3.22
66797,2.98,2.71,2.73,2.58,3.33
66883,1.83,5.0,4.17,4.73,1.0
66892,2.9,2.72,2.81,2.62,3.28
66895,2.26,3.86,2.66,3.09,2.03
66901,4.21,2.19,2.28,2.49,3.89
66906,1.95,2.77,2.04,1.61,3.34
66913,2.41,2.91,2.46,2.53,2.83
66914,2.5,3.42,3.15,2.97,2.72
66925,3.09,2.89,1.96,2.45,2.9
66931,2.93,2.81,2.93,2.68,3.24
66937,3.35,3.03,2.97,3.22,3.0
66948,3.73,2.39,2.76,2.42,3.89
66953,1.95,3.57,3.53,2.99,2.66
66996,2.85,2.78,3.23,3.02,3.15
67034,2.81,2.93,2.76,2.54,3.28
67046,2.29,4.03,3.61,3.7,2.06
67051,2.48,3.47,3.37,3.39,2.47
67107,2.92,2.87,2.87,2.6,3.27
67126,2.74,3.29,3.28,3.24,2.78
67133,3.87,3.82,3.01,3.81,2.2
67137,2.79,3.52,3.48,3.69,2.33
67140,2.87,2.41,2.76,2.59,3.32
67146,2.41,2.97,3.45,3.05,2.99
67190,3.0,2.99,2.99,3.02,2.95
67193,3.09,2.79,2.73,2.92,3.13
67198,4.06,2.36,2.77,3.38,3.02
67223,4.22,1.45,1.06,1.13,4.51
67242,2.98,2.81,2.19,2.34,3.09
67252,3.17,2.86,3.02,2.86,3.39
67255,3.1,2.69,3.12,3.1,3.24
67323,3.34,3.17,2.48,3.16,2.53
67330,3.03,3.41,3.96,3.75,2.71
67354,1.96,3.63,3.93,3.67,2.24
67355,1.8,3.99,2.94,2.76,2.27
67368,3.0,3.22,2.93,3.29,2.5
67374,2.3,3.14,3.77,3.35,2.96
67385,2.23,3.26,3.67,3.2,2.92
67400,1.33,4.06,4.08,3.15,2.33
67424,3.26,3.18,3.24,3.15,3.04
67426,3.12,2.46,2.86,2.71,3.49
67437,3.21,2.28,2.82,2.49,3.73
67444,2.91,2.64,3.63,3.23,3.32
67456,2.38,3.1,2.58,2.47,2.93
67458,3.85,2.56,2.25,2.54,3.45
67473,3.99,2.6,3.36,3.59,3.15
67555,3.11,3.05,2.94,3.38,2.51
67609,4.47,1.0,1.0,1.0,5.0
67640,2.55,3.37,3.06,2.85,2.89
67649,3.18,3.16,2.83,3.1,2.68
67661,2.88,2.74,3.18,2.85,3.3
67745,2.85,3.44,3.3,3.26,2.66
67777,4.0,1.73,2.25,2.27,4.02
67800,3.28,2.91,2.94,3.03,3.09
67820,2.76,3.1,2.39,2.42,2.93
67827,3.4,2.85,2.82,3.15,2.82
67834,2.81,4.06,2.96,3.57,1.89
67848,3.16,2.85,2.83,2.92,3.11
67875,3.33,2.65,2.4,2.31,3.64
67877,2.87,2.78,2.52,2.41,3.38
67919,2.23,4.54,3.97,3.84,2.08
67926,2.67,3.11,2.83,2.75,2.97
67939,4.18,2.45,2.23,3.31,3.09
67945,3.01,2.89,3.2,3.13,3.07
67956,1.44,3.74,3.92,3.46,2.26
67958,3.31,2.44,2.09,2.13,3.51
67966,3.45,2.57,2.67,2.94,3.19
67967,2.67,3.47,2.77,2.91,2.55
67974,2.93,3.65,3.32,3.39,2.6
67985,4.14,2.98,3.07,3.41,3.02
67991,4.22,1.5,1.0,1.2,4.78
68007,1.57,3.89,2.71,2.74,2.07
68020,1.92,3.45,2.6,2.38,2.66
68051,2.83,3.12,3.07,3.23,2.73
68145,3.15,3.76,3.13,3.52,2.34
68176,3.15,2.83,2.85,3.07,3.01
68187,3.7,1.95,2.11,2.26,3.82
68194,1.3,4.43,4.25,4.0,1.54
68204,2.7,3.08,3.05,3.0,2.93
68210,3.83,2.37,3.22,3.15,3.62
68231,2.81,1.96,2.64,2.66,3.47
68234,3.19,1.73,2.61,2.01,4.34
68239,3.02,2.8,3.08,2.91,3.24
68284,2.95,3.06,2.88,2.8,3.12
68302,2.24,4.64,4.3,5.0,1.0
68377,2.56,2.93,2.57,2.52,3.02
68395,2.64,3.05,2.95,2.87,2.98
68413,2.59,3.06,3.33,3.18,2.76
68414,3.38,2.66,2.8,3.16,2.98
68425,3.3,2.58,2.91,2.97,3.32
68437,3.36,2.82,4.21,3.71,3.36
68450,3.8,2.28,2.76,2.67,3.86
68453,2.1,3.88,4.06,3.79,2.2
68491,2.38,3.61,3.4,3.6,2.2
68556,2.42,3.23,3.1,3.05,2.73
68572,3.69,2.14,2.29,2.96,3.26
68578,4.08,2.67,3.25,3.74,2.99
68599,3.91,2.65,2.47,3.2,2.93
68626,5.0,1.0,1.0,1.47,4.82
68632,2.28,3.02,2.61,2.45,2.9
68646,3.46,2.81,2.19,2.64,3.02
68656,3.18,1.91,2.13,2.1,3.71
68673,3.29,2.81,2.97,3.15,3.05
68716,3.7,1.0,2.06,1.11,5.0
68720,3.47,2.76,2.3,2.83,3.02
68765,2.53,3.06,2.45,2.45,2.86
68766,2.88,3.14,2.7,3.02,2.58
68774,2.61,3.3,3.2,3.26,2.64
68778,3.43,2.69,2.94,2.93,3.27
68795,2.54,3.99,4.56,3.76,2.6
68810,2.97,3.42,3.02,3.41,2.39
68836,2.76,3.44,3.21,3.12,2.82
68846,4.24,2.67,3.19,3.33,3.41
68854,3.21,2.57,1.97,1.88,3.63
68863,3.0,2.87,2.59,2.49,3.29
68865,2.65,2.8,2.52,2.22,3.37
68898,2.9,3.07,3.1,2.97,3.01
68900,3.96,3.05,3.03,3.78,2.59
68902,2.21,3.45,3.04,3.07,2.4
68918,2.91,3.62,3.92,3.62,2.82
68935,3.35,2.63,2.47,2.63,3.19
68945,3.05,3.53,3.47,3.71,2.34
68950,2.15,4.0,3.34,3.41,2.03
68951,2.57,3.42,2.28,2.75,2.44
68964,3.28,2.53,2.88,2.89,3.32
68999,2.72,3.17,3.04,2.78,3.04
69000,2.93,2.62,3.02,2.71,3.45
69066,2.56,4.58,4.88,5.0,1.25
69113,3.11,2.86,2.72,2.8,3.16
69116,2.46,3.26,2.86,2.71,2.85
