movielens_id,tmdb_id
210847,338762
199622,560066
140627,332270
67997,19833
44929,4441
203745,459670
5617,11013
5945,2755
7156,12698
90357,76543
180091,436931
26947,2061
170961,400136
205048,535292
8808,11130
4033,11973
57528,7555
74789,12155
167248,392011
143547,76115
99112,75780
188505,435577
235813,571391
113780,256274
252328,813258
282901,876792
126482,302429
86000,39356
27802,11647
280,8438
183817,452187
285109,605886
202099,581997
724,9100
87194,59468
143476,352208
272555,912598
106471,41498
84601,48138
2424,9489
104908,91586
107953,126963
6619,14926
61323,4944
141866,313922
254452,760883
199866,558144
142999,360784
231057,532865
93840,22970
197885,512263
176929,440021
175655,417870
112399,169607
188797,455980
197691,567860
140247,328425
1518,2163
2580,9430
130506,118412
84116,47909
288001,955555
211025,499631
5821,33251
1777,11003
232131,634528
201811,515195
254484,730840
48082,300
193243,523777
33004,7453
71264,22794
196491,527729
179511,337556
290081,1110358
135444,85739
196073,538858
168218,362585
88405,50544
167850,374205
108981,249397
54995,1992
116951,244001
109781,128246
5219,1576
52458,8271
1844,267
191479,446894
8972,2059
74416,24469
141676,16366
106624,121642
187531,520594
55167,13754
289169,457332
180965,340270
49396,2179
136353,12902
6548,8961
101070,129112
5686,16646
272039,921655
5613,1958
177237,369192
198567,303451
202103,505948
244720,553835
109846,82703
277552,755566
114342,265189
194,10149
271194,833425
128838,201085
188189,424781
7460,883
8604,2330
218525,581392
165575,403450
27627,26955
1754,9411
89470,39538
85213,56831
197177,467956
113705,221902
6936,10719
252662,646207
198101,479226
189475,426613
34811,11328
111384,188166
288269,884605
80939,45094
32497,47002
202934,484641
259575,855823
263047,793998
45880,1887
173291,339964
275841,736732
231235,755339
276725,809107
207371,29826
183499,432616
138104,323027
191489,458594
201368,459992
53972,1571
5812,10712
43560,11283
104863,212716
58105,8204
117364,263614
4865,768
275461,484747
288529,635910
78218,38199
220362,634544
5009,8489
204318,400090
250858,281979
40412,12877
214014,50723
44719,53961
134563,231176
197877,565716
168090,362584
213127,658760
51167,13393
95088,84332
136341,16390
170403,353070
278208,676701
39381,16608
254450,845222
187523,475094
192365,13345
169220,429191
187501,443463
6820,9871
279182,882598
229125,653756
6620,2771
40278,25
88267,51162
3409,9532
8917,3989
59501,2454
206649,592807
177737,432836
127164,318044
169520,50253
196487,487672
145384,254201
228007,721656
60408,8265
52975,2976
194348,401847
2316,6435
112818,238636
33646,9291
212945,613090
95105,80321
94469,66125
116893,206563
117545,170522
91414,51052
241032,587807
199964,509364
266786,765245
257581,745881
187505,400579
2628,1893
195533,428836
97936,96724
198865,524288
139747,283350
93404,74406
148667,367735
157338,316152
172107,241863
47200,1948
104,9614
5378,1894
213898,595671
164200,332210
112066,100271
166494,363093
103539,157386
44761,9270
108879,177888
70637,31216
33145,8976
144206,329819
278236,663712
290643,820525
98985,37653
70293,24803
71619,11156
142210,338729
241598,778730
71464,12573
190939,484247
276885,619803
5953,25838
183671,467062
162596,317557
173197,401246
58107,8328
47725,11227
24,12665
253138,591273
102303,48254
177819,440596
7034,11634
254514,676547
1801,9313
170357,444705
169034,394269
235361,245842
200630,458253
206741,572164
252370,373558
87304,55347
289297,724209
31433,6961
61024,10189
148108,292177
27700,11197
46972,1593
1615,9433
197277,528644
5377,245
1923,544
95558,84175
171141,412202
94864,70981
207874,582873
72741,26171
229483,661914
265534,890825
205447,553839
160018,366564
259265,716612
89804,10316
63808,8841
284793,1067282
271232,338953
187595,348350
59126,13007
100344,110398
275191,973164
41863,8053
285897,740441
2706,2105
288905,978870
6765,10934
8361,435
1639,2255
215163,592279
117871,256917
202880,535356
70769,15775
279088,916192
179977,423646
118532,38366
176365,370663
276167,831223
117867,252178
192357,454652
5072,9606
199626,528949
96020,76696
65810,14410
216525,604605
112,33542
8984,163
274195,507086
257281,591538
207347,589982
5073,11447
223005,594328
168012,360365
27846,11420
194474,21835
1049,10586
58154,12184
129313,179150
286569,555285
47404,21712
78349,29917
5013,5279
76054,36970
93570,59421
118894,32916
244120,728754
212227,622951
195849,472734
86408,48415
45081,588
8464,9372
33683,10226
171879,401698
175199,396422
89039,55420
277088,925102
74948,25941
832,3595
39446,215
273129,818397
286901,298618
229449,317182
54787,11835
120468,130925
267500,698201
207796,514921
38388,9763
278632,744276
275177,851303
217073,637663
32452,16198
177241,335360
275157,758330
3007,14242
180129,365045
232825,576920
34323,1696
65193,13971
53000,1562
71450,22074
66203,10184
138494,35554
5026,6312
130402,31347
67508,6968
165141,136799
81020,19597
1042,9591
187815,493099
115875,77887
258565,776797
146662,91417
193587,483455
213565,558582
66200,10362
178335,401898
136351,12903
68959,14003
108825,157841
59018,12473
213638,606952
120807,86705
139423,336845
1406,1802
199103,529414
188217,502897
263403,672208
279386,1007401
31702,8340
86880,1865
114552,170687
58347,7985
267670,754067
180,2293
190507,348657
8581,3293
59995,14748
5254,36586
89356,67884
78088,26388
160474,360606
288571,565770
187245,433694
136020,206647
194004,424139
67665,18094
127114,249688
73513,15774
184937,450489
136349,13355
54736,4349
69394,33409
62374,12113
85777,16140
116219,25475
184239,381719
51091,7874
140816,308084
116161,87492
40955,1420
4448,11371
121231,270303
121366,234567
257575,583833
106002,80274
202187,508791
176921,437109
2496,11622
170411,444706
190077,418472
196891,280217
251606,522931
234837,621949
85412,46146
116859,188538
239484,630004
206893,519141
42738,834
55094,6973
176355,290512
253250,662237
89087,62835
8645,436
210873,514207
287397,717930
287165,1058699
97057,70667
196693,298115
213680,105203
48501,27275
7306,14430
81782,44048
212971,653664
254338,644089
207229,620725
246142,709629
291511,801112
279560,830784
200412,26662
55098,7913
3752,2123
253618,379686
207203,587301
219003,684700
45431,7518
87869,51540
103372,136795
1544,330
193851,500006
60333,12172
31685,8488
215231,547258
333,11381
292349,974931
101739,109428
242236,660637
97168,90125
259751,766798
40574,10060
2826,1911
136906,303483
89753,49517
278080,629176
97832,82684
161127,325789
5015,1365
7347,1586
218991,618354
53161,5488
279094,877957
200256,329996
157361,373072
86347,30969
210863,448119
69134,17609
280236,632856
193906,449992
200326,526050
169204,379019
121316,242452
168254,293167
171957,167313
109968,134350
181075,450322
159970,391757
203934,539892
50514,3549
134204,269494
235319,492008
49793,11170
266008,874299
127857,119193
132648,269258
165699,423204
199738,18861
79224,38575
101088,86825
998,9400
131248,10010
2890,6415
167644,370964
7317,9352
127212,308032
118880,252171
193185,532908
81257,44716
225970,614560
205327,504562
158813,241259
289093,856289
38538,15058
56715,13198
562,11446
5364,2251
1517,816
286201,931102
189071,369523
151781,18874
187577,291984
50158,1931
179301,438740
283861,1015606
184383,437103
27674,9282
2006,9342
198831,505706
180619,96714
100383,109421
1060,10218
175667,414453
61018,41245
3179,10397
162,26564
94777,41154
1881,18937
37720,8643
195671,499556
7285,11023
207888,578189
237953,747059
103639,206324
50005,1494
51545,11330
72489,22832
6593,10330
2952,8052
133135,285733
226206,618353
54276,3638
64229,14299
113862,241848
172365,317925
2673,24858
213143,435601
180033,449749
290149,612304
1111,9305
162418,348668
139655,284303
254464,579741
8951,11109
288973,1149947
170293,20760
178907,475946
282541,975120
110553,102382
27843,12086
271631,739993
175809,390062
187231,489931
86190,50456
113829,242090
266278,760336
84407,43920
146305,65592
187031,351286
1635,68924
35828,31977
291693,970348
161966,337674
184445,468202
162738,340485
164204,374671
8643,11247
91094,64328
43376,2117
113250,252822
55272,2001
133165,13285
233079,752939
49130,9726
5628,2110
257387,660942
178613,16275
277790,788734
86884,63831
168344,274857
1918,944
91976,75174
3784,4244
142442,322125
110134,204668
103279,127373
1912,1389
136345,24615
109802,73624
27455,36243
233031,738362
195095,517331
212585,581791
91335,28118
276511,864370
46335,9615
159853,58522
8971,4251
104457,83899
91886,62837
204558,465003
94323,67660
272211,763285
262129,749004
285607,938567
5528,9357
229397,643882
206024,582881
289927,921452
79720,44629
34048,74
101741,68727
83219,15302
133149,91342
44613,12763
104097,201676
136249,21956
269226,656663
197597,564147
245452,787428
4880,11457
203757,493899
106163,187022
291815,893723
2763,913
142507,245698
286355,798286
74750,10664
166312,402693
1147,10548
281800,696157
95939,103747
188833,297725
33903,276
136357,67900
164899,408508
90624,45610
113378,227156
105954,152747
107958,153158
55274,4517
112689,211052
2596,6396
142456,330764
86014,60307
6188,11635
63859,13053
171227,425134
106072,76338
174395,406994
133219,44683
207189,481084
280082,854239
34271,10476
127178,283235
164546,402529
181279,457601
194048,451499
60072,8909
273857,671318
71135,19898
108787,184352
290383,968051
63853,6972
227002,596161
271136,913823
251520,618851
46062,10947
1590,8413
275483,957457
290407,820609
183421,401981
59103,1729
5632,4107
31148,20719
5379,4012
1046,10938
255123,785539
170891,44249
138458,57112
207027,630656
276345,759175
51357,12554
8371,2789
213900,539617
197343,522681
187583,463088
188183,520736
140928,274479
203904,534259
47634,7291
277794,805327
263973,644495
184015,433310
91844,14163
37736,257
221488,568467
193297,533592
62999,10527
103253,68724
271134,814340
171467,363579
166721,332979
146198,325690
204584,373226
224943,601666
203224,499701
7149,6964
3911,13785
59260,10886
277262,760161
110750,236751
148932,359983
142534,290382
8937,13416
198781,554600
50912,2266
91134,75900
289637,1072371
34532,9913
59725,4564
155659,315664
6383,584
5465,16664
136331,13354
42004,546
252180,635731
220380,559907
64499,8881
268888,845875
208747,511322
2841,11601
71106,22494
71688,11807
189461,453127
242062,795811
288979,945729
60756,12133
136355,119321
81158,39312
6003,4912
103883,136400
736,664
171253,403431
234257,567797
201723,388284
237942,585257
239254,423333
114184,244506
243208,638597
107130,210024
214570,608317
100060,77117
7139,10511
122924,246655
136251,203696
286841,1102776
206272,517116
256765,588921
101,13685
59016,1266
135875,247645
183197,488223
106204,123377
151597,300792
281364,518896
161354,382322
192285,438146
253310,472027
221256,614587
174535,22643
55555,2014
89535,73532
67620,14637
167546,334524
266820,673309
134021,259954
86911,45243
222234,373879
96567,83686
1117,36998
281082,668482
157569,394374
2560,10212
128671,265228
1569,8874
27772,11838
279710,777245
282753,717980
82527,46829
80398,37645
8117,250
205857,491283
208110,422803
194911,427033
139525,317952
65682,12437
694,20762
1840,9469
165337,402298
171939,360404
176295,427564
101079,71325
279392,846433
103810,146216
69995,8937
257637,597891
142813,298582
280906,338958
3003,8056
58376,13016
71518,22798
185545,418879
136363,81900
117851,270946
212573,590854
100843,130739
62912,11887
50442,7457
183339,464593
73587,31175
5955,13435
79006,76180
5508,2750
269208,760099
111778,203819
5873,17187
70334,18126
150238,271954
184999,454619
56167,8079
8836,11208
58964,13312
251740,832199
186393,459073
245902,578701
82461,20526
100745,50275
3799,12599
3155,1439
133125,13284
186071,172106
217959,606679
194861,514575
259871,631132
173369,398181
248018,161803
49824,1125
202393,513576
284195,800787
37475,1947
89047,44835
204268,522938
266630,811634
4025,1493
291715,866463
97870,113947
144664,233639
98797,88284
632,38884
170775,283591
3615,10567
34246,14646
161594,390734
36373,37185
1597,8834
141946,318279
251224,671295
7151,3635
223572,526429
251726,616651
133802,223485
106839,192136
199992,567646
269596,774825
102720,116711
204294,566222
142450,212162
235225,741074
1459,66
6957,10147
94985,80389
4237,44379
162350,333484
99007,82654
223826,616251
171751,19625
136018,261023
81786,48303
8019,12205
85020,27582
235799,599281
1717,4233
139493,238923
248012,811367
236995,776527
58306,12246
136335,20410
292,6950
164367,375366
93272,73723
185761,408355
92643,78480
200418,21422
94126,63310
5833,11880
111360,240832
70206,21407
142536,295964
228157,583903
46967,512
128695,248933
207375,268690
151777,300673
110453,200505
186533,425373
228863,592984
77837,36950
151759,333377
114601,239678
117913,284995
5668,10994
247464,390635
94969,82825
203298,523536
71129,17445
3317,11004
95309,88005
110655,172385
242404,642121
197179,412656
143647,359305
249122,471498
986,11076
192319,493551
139634,339065
177913,432087
59753,31512
141408,273477
288897,1076487
86833,55721
285833,814776
286905,335977
149606,362045
280352,587092
27050,344
181235,439058
2428,9276
6948,21525
226698,458576
116799,171274
3861,10393
131092,21385
205082,472983
189863,454693
116817,244403
67087,16538
144398,214910
174549,461615
104881,164457
5387,1957
192209,513347
164727,245473
196395,504056
86628,51209
229037,615667
263571,785538
195129,48175
63276,14943
5941,13497
82463,44009
6385,1088
2337,1808
81383,41211
139831,283317
177939,430214
166015,393764
8807,11282
108514,185008
213694,15403
6380,2260
261839,617762
1920,11551
206385,612368
160145,323372
276911,551271
135502,223706
39427,8066
118898,241239
242942,632357
287213,552688
83424,14070
79242,39781
58299,12222
241942,37221
134555,250235
192109,489985
251922,581726
138944,120475
6932,13537
212373,500840
163959,339419
176,9071
155064,301365
34162,9522
212383,283984
216302,571785
276403,778855
115879,82424
43556,13275
109425,24589
261799,335209
214806,574093
3010,11489
61123,13649
262853,818350
96969,101731
198795,239459
133897,283704
39307,12920
176345,19576
90343,68817
193801,456611
195161,400650
5794,14626
81156,16290
168712,341174
1806,36568
86377,24447
267292,657644
86593,57586
275683,14399
70183,20943
292139,1172676
141538,291549
185977,467632
280992,736526
44788,16070
263875,811592
205809,537055
88835,67675
58111,14073
58998,9870
114678,254375
180737,483104
221390,523977
173935,433945
5607,19460
184807,447856
176249,404604
62,2054
105211,209263
85394,59490
52722,559
2881,10398
112512,64246
215567,491926
207612,627070
190947,457136
275171,934761
33801,15767
257589,588182
653,8840
87004,57276
118173,20077
328,9059
131980,242575
261271,618162
171941,212470
81059,53486
273525,654739
151731,340357
224220,551804
198265,535167
257705,628704
99636,118628
172547,324852
196021,416194
172699,438446
661,10539
34148,1553
82041,46420
276015,833339
269426,862965
2585,1414
1680,10215
156369,380808
192997,517839
32031,9928
161580,376659
202101,513045
164107,381028
112316,209451
285865,816904
143387,353616
3285,1907
174017,339987
107563,79113
263149,820722
164369,408537
5516,6173
95441,72105
148280,341744
162604,369883
98203,50620
186125,409122
26939,8214
211650,635744
252212,672741
101106,157117
258001,805627
4371,16161
97692,97690
95567,98548
212014,601169
286031,849869
131433,140212
100272,127864
139415,282984
800,26748
166940,352490
106243,12636
92507,59961
98198,135718
1608,9772
8783,6947
101971,37757
116724,84111
193853,452910
127298,110390
31123,7229
92439,64678
99047,116979
168884,345009
45221,10115
259919,682587
132991,265851
212967,581387
116907,250657
199337,489763
104590,33196
159755,341012
206208,625128
231341,714194
303,12106
42728,9044
2694,9032
202533,591278
6668,12276
77316,21345
133137,57737
6299,11516
830,2925
257415,664031
86295,41446
110591,157547
991,1770
6954,11042
189567,511785
136343,30074
177587,421447
164959,377897
4815,11313
173627,8366
251738,763329
285601,881164
168418,295693
243858,682254
4994,11086
169864,395992
31660,8953
31952,5204
2976,8649
165239,412924
204610,585077
284167,722149
257251,619297
54648,5174
31435,31165
103339,117251
196191,487476
72514,20093
165421,366696
224641,506281
244502,797394
279452,634429
212587,581600
194556,489430
168962,415358
211225,413518
27,9263
68952,16871
283069,915931
269786,926676
4757,12508
74791,40623
2310,9821
1361,17204
270400,615904
143275,361931
258575,846867
186587,427641
205763,36592
40826,1833
210853,557940
272005,778810
185031,399360
6552,3472
117127,17893
98585,112336
182715,300668
3355,622
269154,790142
3477,13531
114795,49017
125970,27850
33649,19316
3746,31023
143271,314402
196233,447743
30820,9692
75983,16436
261883,703771
94405,72387
239474,594530
118930,308571
196117,466532
258469,317190
281060,799375
97059,101267
101262,81250
27716,4972
182415,56020
96302,79224
279814,826769
62081,13027
84189,43947
183417,436391
1047,11412
270580,927855
253620,585216
116742,20342
33154,13020
33124,9393
80862,42296
85401,45132
3755,2133
203244,486131
93420,68450
270180,627087
236215,50337
85129,51200
136485,42979
138212,324670
168722,401513
163955,354859
164941,379779
204496,542417
4454,36107
268730,836009
163140,63700
159445,363103
203208,417384
53460,9408
3298,14181
93422,79108
74508,13949
168040,76535
3745,7450
202495,534490
254238,454527
1792,11808
166486,376866
136309,302960
55267,7211
187025,42360
270526,752623
91902,78182
5109,16690
4744,8922
3974,24100
158035,245917
190739,426865
158300,40713
225565,604578
5959,11022
188305,443009
213367,571891
2539,9535
207678,499537
264880,670981
109864,177494
182557,457840
160656,353571
33880,1382
253976,579047
30850,11162
3717,9679
162602,346685
89472,61667
183915,471474
6197,9613
5446,9555
275311,936074
120897,56804
270858,892153
47423,7859
254718,645788
1620,9437
2359,10162
290393,872906
171265,450945
232361,727306
47999,1776
57353,13195
242234,797838
91823,50393
112381,215042
199307,471506
100882,170657
101880,171337
55250,13680
82169,10140
141139,209764
3129,9684
173941,341013
5299,8346
27827,14310
117549,297608
182993,427008
52,11448
267540,789708
68932,17332
56788,6538
85881,55725
279458,1019939
89369,55720
170729,449674
67788,20048
213137,550738
171945,324963
117194,227735
286833,1016121
133173,18198
168330,425591
56333,8272
186541,434714
129739,298040
213604,547565
135887,211672
193677,518671
158070,35114
5515,34070
208006,596650
194012,548066
95761,73567
195473,501633
195295,438674
164729,325189
1719,10217
184365,392536
263045,668408
183227,494368
187229,417670
288669,614479
179247,467938
209209,73245
64650,14072
205841,539651
91681,52274
193013,463858
205054,540901
142969,320736
193451,426249
147597,268092
106195,162215
133163,16962
4018,3981
203160,522039
267346,598331
56169,13483
194400,401469
167982,409502
179925,400728
277011,974691
227016,605255
140811,28460
197549,428099
61986,12690
240634,611698
45499,36668
48322,12094
112473,50032
199968,574436
183455,484862
141938,72720
118466,252511
254072,645689
157757,125521
83525,45284
190305,448776
151,11780
74795,22972
117849,25518
178339,42190
198157,475303
193783,535845
65225,13180
209563,540158
182825,446791
215615,24970
4644,552
111255,19703
290631,792293
170799,284457
113225,229297
106109,133200
175469,54551
195251,555850
196039,532444
105468,109451
195745,475132
3456,17078
276433,988046
74946,34016
4389,17612
4903,1999
209479,621191
40015,32117
277890,1003180
202435,517148
160640,78192
185957,355196
108041,190880
96664,77461
94896,92591
159447,301804
135288,280996
114007,204922
222869,671583
193175,407436
69761,47104
149570,50542
662,10543
44397,9792
71745,16523
113207,239566
62115,25126
283231,1063453
114074,244772
67907,31132
250032,629028
288347,970284
185337,435011
35836,6957
129514,13643
152067,376869
131168,254578
218803,618363
171951,166747
54281,8669
84844,20993
252320,116440
4056,5955
54999,4141
3289,36210
67534,13161
207856,583794
59026,8827
187465,448491
126072,38580
136361,151535
55080,4413
259943,680531
136620,39057
223003,591322
201867,485166
56949,6557
206393,553600
113453,193893
44709,13751
63131,15373
190509,517991
200840,560527
140196,192911
5110,39939
1665,1281
149508,92499
275173,504827
214510,50472
193567,255413
109850,136797
292141,1172675
265010,718633
200042,500860
52806,37933
190339,456154
164280,325385
110281,53168
216821,546728
92048,65760
44204,868
106144,194101
72178,14968
167870,416211
1586,4421
68941,18405
101362,117263
1391,75
3978,4958
149144,282069
102088,44865
133157,255718
194312,458342
253332,424277
6041,9045
104312,123553
1446,784
132496,256924
165831,253980
202271,555561
118354,245916
280258,823766
100275,82520
5380,9026
45666,9353
2505,8224
244686,699102
160271,302699
287115,1058647
132381,282631
215321,647498
170809,440642
184353,396774
106762,51859
2624,17962
131270,290864
27491,27324
81182,50475
49615,15077
220600,452406
95971,8736
183423,455008
177095,456570
134519,264525
291519,495151
290091,762430
196081,492452
216275,135531
135258,33871
148058,353464
2333,3033
103772,76170
209497,565743
102941,74513
82767,27585
1405,3179
277408,760741
64701,8276
263415,855400
63033,8338
132660,332340
4821,10866
8781,14462
167376,381707
134565,53319
65142,17845
207830,290859
2860,11001
286815,925263
79293,27576
136624,34067
174423,461955
90576,63492
44828,9035
162730,331583
271214,664332
154890,48617
142378,63276
71466,28053
246850,586047
115680,273271
222477,464052
290199,665733
273277,587412
53788,13807
206931,542921
267374,842356
37727,9315
5267,14635
133153,168903
79073,37659
278064,601796
179411,426284
186305,419635
59547,25527
148166,339751
100138,91186
48877,214
217144,614292
132456,21461
218715,706503
194628,497106
1730,9746
31687,13682
107916,245775
193637,537681
103107,159014
89582,68341
1627,10155
6571,54580
95543,57800
208661,487491
198141,441282
127098,321594
269666,817648
201993,597088
215911,664416
231147,662546
184011,451751
168806,429199
282381,806368
14,10858
275139,862855
40851,6795
52241,8270
94769,97038
200416,20677
104241,59859
183891,483306
115973,280795
105343,165904
256393,760747
1399,9819
163971,339405
91014,55292
171457,426166
7380,14442
283223,594767
174487,127144
23,9691
137389,42246
226574,553604
87192,59678
62799,14325
117543,21861
202017,542830
91548,66150
50794,7516
6553,35265
78469,34544
140162,292431
222649,508935
3555,3536
289967,1143319
122890,68735
145096,361380
70567,22051
218679,653610
99750,68812
188649,17358
142158,34204
205379,597089
179055,473072
281528,1001865
183155,407890
198145,543540
260929,879540
117318,20789
179589,334354
37495,16133
4270,1734
282863,1029119
215805,532814
287633,747188
39869,1951
159193,339397
3002,8672
68536,30416
157200,303858
133769,21614
236057,652962
1892,1965
118888,20147
44937,11490
139721,278236
78637,10192
34198,1826
182637,24358
4733,2779
27787,22537
204366,44729
222593,505026
147410,321751
73015,22897
42197,9687
200054,566228
135601,79464
186515,438857
32562,21131
199095,491625
79134,38365
214736,571648
241,21183
7454,7131
170611,38577
164163,21481
196931,543084
7574,18872
110771,193610
278420,928344
263043,768331
1537,11239
230319,586742
203571,574088
47084,1986
189527,412094
5459,608
183597,338768
51927,14001
46347,20604
162624,381418
61352,13291
213369,480857
199688,229407
3301,2069
202431,519465
195669,554152
116899,17234
217356,93013
50685,10758
45,577
57044,49367
180161,236028
3785,4247
144348,154030
109853,242042
193960,417812
209321,522098
177941,161285
72672,25716
134549,98120
256819,592863
67801,15451
4036,10873
165773,261102
183739,469651
272411,664996
288423,1121316
210885,614488
212074,457335
781,14553
280334,842033
143657,306947
173913,360737
129937,241554
225625,740985
215041,499338
273747,833417
152037,348089
162470,26945
215949,541611
74426,11518
56931,45871
93297,75674
131920,228108
242360,784047
90914,62630
119153,191489
70451,13752
91978,49527
161762,334304
89085,48289
192503,502422
192981,508422
105597,91745
282561,739405
27838,12281
247722,80797
61493,35854
102819,119675
202155,480001
265446,746131
135518,238615
108791,100898
205074,623195
5526,8653
203513,521029
35015,15907
88495,47854
81537,41733
179811,419709
286107,649609
187027,34295
50011,13318
135979,14613
77866,20662
113252,253306
165883,394684
252184,625169
55901,5817
27178,3716
197207,453755
43936,2207
222356,625568
189701,508747
132971,282983
238268,757860
286857,833971
57393,4170
272405,593660
51086,3594
136365,210769
113573,189
177735,184374
42418,11400
27744,29987
228855,667869
87079,44945
67267,13090
2563,8583
147252,189215
164709,367544
225988,635389
128606,311291
169792,317560
249950,606566
1713,6283
194722,526051
4054,9816
180367,347866
33669,9779
122513,34672
257551,513692
106983,184314
108647,173185
279226,852046
199237,525183
241944,785976
117368,10258
126599,276844
163771,338544
285933,962558
27022,9812
253960,617502
186999,452970
27865,5889
131080,16119
168556,435921
133159,196254
280708,977487
170407,398929
802,9294
109971,236737
274971,616037
132434,52333
196113,401200
212883,586461
200414,32022
647,10684
6764,10159
257585,807070
66665,19255
245078,560008
134777,132316
203847,575351
186631,401545
142258,319076
129820,264337
144524,195276
245258,529106
287737,813477
150292,168379
38304,19082
254478,577242
212271,441829
50944,13127
183125,432139
130840,241855
128520,252838
225485,597156
93498,91010
199736,16910
188299,507256
5477,1364
128099,289333
186749,493623
96252,84383
72479,28089
178667,343674
146688,339527
194903,549484
275691,743563
98973,84185
225830,737802
48032,10846
30848,9953
253910,728142
160565,316727
66385,25405
162590,95610
170635,32536
55705,2015
114329,276843
160832,64694
227656,245881
281010,884971
254762,17305
1609,6072
112940,157849
175791,450875
279976,873126
263621,410113
7172,31026
265770,860852
200052,494407
131252,9677
282493,619930
3624,8584
6801,11477
141958,57627
196369,86130
58351,7343
279542,928720
6300,10180
112909,37737
231833,586791
184471,338970
201731,472796
195339,412862
258637,645710
61729,12797
161240,371738
195551,441393
118246,246860
69306,18487
188181,408866
148954,357681
246846,811703
160438,324668
130490,262500
56805,6575
140565,114955
76173,27936
27441,919
254394,568620
227482,733156
109243,157847
239348,566451
51084,11172
135456,18839
177607,415842
58490,12178
21,8012
165641,353728
94833,72197
273013,612491
189539,481850
44633,13222
44225,14191
168292,16382
209705,561974
183701,429351
90374,50837
188885,500849
148476,366548
254614,834027
195937,528210
691,40001
91888,63498
196175,351044
131502,214135
39516,16729
172807,375183
3594,10560
83796,14556
237240,642208
1542,9450
7439,7220
50954,37725
217186,706860
70295,38879
117109,301566
92335,78698
198801,509598
215711,594718
140699,257932
56775,6637
220792,605116
3581,11129
47518,9788
55282,4513
176103,274862
138488,53957
96861,82675
144294,37973
58123,12650
114078,287590
112288,259943
167018,356305
33340,27233
5479,8665
208683,636698
199698,366141
127196,250124
133780,256057
181601,460793
59333,10761
79987,31900
173429,458310
105835,146015
257953,347626
147750,336222
230039,654028
47150,31032
184287,462883
142509,325348
231181,618416
56915,54318
163807,373889
161942,28808
116207,185567
82765,35138
143369,352161
142618,349498
206449,575776
169760,410117
177483,164052
27736,1418
260669,610253
279334,614939
148620,354072
4251,9519
139620,81549
33270,15318
137457,115290
60074,8960
99728,82682
2296,9429
65882,14254
170781,424998
3798,2655
100336,45316
285939,868985
159917,376261
286231,758336
188317,474335
204688,466081
111364,124905
193771,523773
183149,444090
57776,59474
59519,12197
109687,202141
51080,4169
92920,70954
203278,508101
137561,22373
2772,9781
49265,8588
26974,18415
100244,87499
224721,667935
190765,496328
266446,785533
186177,484510
153544,20182
126584,121828
4741,742
153959,342672
4450,9517
289295,615656
207690,623627
6263,10782
27711,10855
64278,34283
213475,580600
138480,23619
54734,10760
166767,124277
169900,314095
2710,2667
65037,6936
162828,374617
107306,23452
160402,110490
279178,840098
165643,340684
93363,49529
208295,554241
81711,48466
64501,8880
7827,10133
285597,1049638
33896,33908
210933,656968
838,3573
173283,447061
194967,534338
91485,76163
186159,438747
1735,9410
5667,13768
92804,30596
153931,148265
113066,60316
258915,853088
195731,475149
195297,486898
208813,454467
275549,846250
117456,241771
195303,463319
35957,11460
164935,377154
179099,339259
206899,458897
80834,45745
204702,405177
181357,51888
48872,6077
5605,29698
290013,950849
109897,235260
259077,468225
155509,333385
185433,495193
104920,57892
197689,483906
3983,14295
4734,2294
60259,13205
191869,429203
195723,441717
279436,852438
165581,415214
1449,16448
200986,432011
181355,42982
170241,355277
279594,799546
179397,441889
6063,10894
274249,807356
71429,20178
208477,587030
8911,14024
6379,9902
5127,10052
2481,8129
150395,349176
60303,10842
1722,714
166149,347026
164957,355111
161940,21452
67734,16614
3990,16340
994,18203
108078,206408
148248,307103
51471,15163
59141,13258
115703,22599
258591,785457
22,1710
184165,432527
201704,482150
271467,835975
52694,1268
172813,363992
50162,9992
201242,529962
58103,7461
183011,399035
160571,345911
77736,45380
165969,419546
136564,225728
67424,21946
106330,137093
44943,11304
43801,33095
201747,481880
48319,9664
115008,53222
94278,85621
69951,8054
71867,33806
173205,396398
74851,26389
3864,10643
114392,264656
285867,913673
45928,13508
4867,11091
7048,11676
8861,1577
270256,629015
291629,662745
4719,12610
203078,563103
226644,524216
79572,38843
65982,10529
74275,8952
271559,286387
279912,848058
101527,78215
148478,351694
110611,244509
223830,632666
158528,332567
114762,286554
165413,421281
288861,736769
195485,451925
221396,723072
281058,814338
68690,14448
175143,432615
190963,474331
63393,13655
155366,382581
132650,36897
102588,128216
50851,14761
8528,9472
136622,25961
5942,11852
218649,76826
63222,13672
91929,72721
8369,16617
193287,504603
47997,7512
79590,24122
175573,34671
174957,64202
785,11543
185001,460668
109596,85444
128736,37058
255633,850329
3512,2621
50583,27337
167038,413543
272649,654895
281230,21448
98963,97989
27873,11401
168760,15387
151765,68555
170117,99343
157373,86517
274343,664698
275061,893370
104231,110410
292155,958182
96411,76360
38,33689
63113,10764
180041,426338
101186,136403
175165,415086
230997,702525
200330,525946
289323,988078
171949,290727
183979,388333
189991,407447
3950,10687
280372,814757
5620,11529
253970,56899
180591,470819
171953,260234
222911,726887
120392,276908
92234,72431
84273,54293
27518,14752
212385,390634
98854,10616
117861,253331
2393,200
96304,85836
221702,571625
111732,137698
69361,42341
77240,41110
110678,214314
195247,427348
30867,26275
263009,624860
79807,9503
